"class",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
0,0.2062,0.2531,0.2949,0.3091,0.3168,0.3167,0.2996,0.2707,0.2394,0.2146,0.2063,0.2381,0.3185,0.3898,0.4341,0.4009,0.2227,0.2288,0.242,0.2554,0.2677,0.2775,0.2819,0.2797,0.2716,0.2602,0.2494,0.2472,0.2614,0.2871,0.3165,0.3334,-0.0329,0.0486,0.1058,0.1074,0.0981,0.0785,0.0353,-0.0179,-0.0644,-0.0912,-0.0863,-0.0182,0.1141,0.2055,0.2352,0.1349,0.7935,1.0541,0.926,1.026,1.0011,0.1612,1.5361,-2.4074,7.2687,-1.8992,6.2847,0.0934,-1,0.0613,-0.6557,1.1067,0.8933,0.5743,6.1475,1,0.2667,0,0,-4.5082,0.0013,1,0.0303,0.25,20.017,0.0002,-0.0002,0,0.0006,0,-0.0002,0,0.0051,0.0046,0.0004,0,-0.0009,0,0.5213,0.9216,0.0007,0.0008,0.6375,26.25,1,0.0435,22.99,0.0133,0.0323,-0.0004,0.0434,0.4385,39.411,36.672,44.891,0.1838,8.2192,5.4795
1,-0.1052,-0.113,-0.1313,-0.1362,-0.1321,-0.1274,-0.1294,-0.1423,-0.1548,-0.1707,-0.1813,-0.1987,-0.2276,-0.2269,-0.2158,-0.1887,-0.0841,-0.0899,-0.0982,-0.1058,-0.1111,-0.1143,-0.1173,-0.1223,-0.1288,-0.1372,-0.146,-0.1566,-0.1708,-0.182,-0.1888,-0.1887,-0.0422,-0.0461,-0.0663,-0.0608,-0.0421,-0.0261,-0.0242,-0.0399,-0.0519,-0.0671,-0.0706,-0.0843,-0.1137,-0.0898,-0.0541,0.0001,0.3911,1.0541,0.926,1.0027,0.9999,-0.2973,2.3931,0.5315,2.6257,0.7625,2.0498,0.2276,-0.3158,1.3971,-1.9417,1.3455,0.8909,4.0441,17.799,1.3455,0.7818,-0.6316,1.3971,-3.8835,0.001,1,0.5484,0.001,14.68,0.0003,0.001,0,0.0003,0,0.0005,0,0.0025,0.0017,0.0029,0,0.0019,0,0.4368,0.861,0.079,0.1082,0.8333,4.129,1,8.5063,0.1176,0.3546,1.2152,-0.0007,2.2694,0.1996,38.586,36.75,42.258,0.8824,5.5081,3.6721
0,-0.1548,-0.1707,-0.1813,-0.1987,-0.2276,-0.2269,-0.2158,-0.1887,-0.1501,-0.1414,-0.1321,-0.1241,-0.1284,-0.1183,-0.1091,-0.0863,-0.1288,-0.1372,-0.146,-0.1566,-0.1708,-0.182,-0.1888,-0.1887,-0.181,-0.1731,-0.1649,-0.1567,-0.1511,-0.1445,-0.1374,-0.1272,-0.0519,-0.0671,-0.0706,-0.0843,-0.1137,-0.0898,-0.0541,0.0001,0.0618,0.0635,0.0656,0.0653,0.0453,0.0524,0.0567,0.0819,0.4928,1.0541,0.926,1.0052,1.0004,0.327,2.2425,0.4171,1.8037,0.2032,1.6476,1.098,-0.1875,1.5686,-0.2679,1.32,0.94,4.902,4.4643,1.7582,1,0,3.7167,0,0.0025,0.98,0.9736,0.0156,13.345,0.0006,0.0016,0,0.0038,0,0.0008,0,0.0013,0,0.0025,0,0,0,1.1238,0.6094,-0.2909,-0.3629,0.8667,1.741,0,1,0,0.2228,29.969,-0.0028,1.1931,0.417,38.851,36.839,42.877,0,6.0381,4.0254
0,-0.1548,-0.1707,-0.1813,-0.1987,-0.2276,-0.2269,-0.2158,-0.1887,-0.1501,-0.1414,-0.1321,-0.1241,-0.1284,-0.1183,-0.1091,-0.0863,-0.1288,-0.1372,-0.146,-0.1566,-0.1708,-0.182,-0.1888,-0.1887,-0.181,-0.1731,-0.1649,-0.1567,-0.1511,-0.1445,-0.1374,-0.1272,-0.0519,-0.0671,-0.0706,-0.0843,-0.1137,-0.0898,-0.0541,0.0001,0.0618,0.0635,0.0656,0.0653,0.0453,0.0524,0.0567,0.0819,0.1952,1.0541,0.926,1.0068,1.0004,0.3068,2.0315,-0.9605,2.4915,0.5525,2.2294,0.2517,-0.1875,1.039,-0.7752,1.1722,0.9677,6.0331,24.008,1.3229,0.9892,-0.0333,1.9481,-0.2584,0.0041,0.9785,0.9677,0.0001,24.798,0.0007,0.0018,0,0.0006,0,0.0004,0,0.0033,0.0007,0.0041,0,0.0027,0,0.3807,1.1331,0.3417,0.4217,0.8708,2.489,0,1,0,0.1214,11.015,-0.001,1.721,0.1419,39.116,36.927,43.495,0.0649,6.5679,4.3786
0,-0.1707,-0.1813,-0.1987,-0.2276,-0.2269,-0.2158,-0.1887,-0.1501,-0.1414,-0.1321,-0.1241,-0.1284,-0.1183,-0.1091,-0.0863,-0.0578,-0.1372,-0.146,-0.1566,-0.1708,-0.182,-0.1888,-0.1887,-0.181,-0.1731,-0.1649,-0.1567,-0.1511,-0.1445,-0.1374,-0.1272,-0.1133,-0.0671,-0.0706,-0.0843,-0.1137,-0.0898,-0.0541,0.0001,0.0618,0.0635,0.0656,0.0653,0.0453,0.0524,0.0567,0.0819,0.111,0.2322,1.0541,0.926,1.0071,1.0001,1.9674,5.7501,0.4857,1.7665,-0.1186,1.6114,3.7372,-0.0526,3.2759,-0.0461,1.7917,0.9583,4.1379,1.1075,2.3333,0.875,-0.0938,5.5172,-0.1384,0.0003,0.9474,0.9118,0.0625,6.4056,0.0001,-0.0008,0,-0.0001,0,0.0001,0,0.0017,0.0016,0.0018,0,0.0018,0,4.8391,0.9999,-1.6748,-0.6262,0.875,2.9118,1,10.336,0.0967,1.7224,3.3343,-0.0003,0.1075,3.546,39.063,36.909,43.371,0.5172,6.462,4.308
0,-0.2276,-0.2269,-0.2158,-0.1887,-0.1501,-0.1414,-0.1321,-0.1241,-0.1284,-0.1183,-0.1091,-0.0863,-0.0578,-0.0373,-0.0263,-0.0127,-0.1708,-0.182,-0.1888,-0.1887,-0.181,-0.1731,-0.1649,-0.1567,-0.1511,-0.1445,-0.1374,-0.1272,-0.1133,-0.0981,-0.0837,-0.0695,-0.1137,-0.0898,-0.0541,0.0001,0.0618,0.0635,0.0656,0.0653,0.0453,0.0524,0.0567,0.0819,0.111,0.1217,0.1149,0.1137,0.5467,1.0541,0.926,1.0066,0.9998,2.0326,5.612,-2.3346,18.519,2.0619,8.5518,0.5288,-6,0.0721,-0.8182,1.0566,0.6604,1.274,2.4091,2.4528,0.283,-0.4935,1.851,-1.7273,0.0007,0.8868,0.9826,0.0313,14.146,0.0002,0.0006,0,0.0002,0,0.0001,0,0.0008,0.0005,0.001,0,0.0006,0,0.5317,1.0507,0.2643,0.3365,0.8875,1.5965,1,69.01,0.0089,1.6837,68.01,-0.0001,0.6936,2.9063,39.116,36.927,43.495,0.8894,6.5679,4.3786
0,-0.1183,-0.1091,-0.0863,-0.0578,-0.0373,-0.0263,-0.0127,0.0006,0.0102,0.0183,0.0189,0.0152,-0.0126,-0.035,-0.0267,-0.0191,-0.1445,-0.1374,-0.1272,-0.1133,-0.0981,-0.0837,-0.0695,-0.0555,-0.0424,-0.0302,-0.0204,-0.0133,-0.0131,-0.0175,-0.0194,-0.0193,0.0524,0.0567,0.0819,0.111,0.1217,0.1149,0.1137,0.1122,0.1051,0.0971,0.0787,0.057,0.0011,-0.0351,-0.0147,0.0005,0.6081,1.0541,0.926,1.0027,1.0006,1.3204,5.4562,0.9169,2.2563,0.2723,1.2547,0.1568,-2.9167,0.6061,-11.29,1.1101,0.6789,5.5051,35.161,1.3853,1,0,2.1212,0,0.0027,0.9722,0.9512,0.0005,29.092,0.0002,0.004,0.0001,0.0023,0.0001,0,0,0.0007,-0.0001,0.0021,0,0,0,0.1751,0.468,-0.1302,-0.3414,0.9167,12.195,0,1,0,0.0191,1.5018,-0.0013,0.4582,0.1582,38.851,36.839,42.877,0,6.0381,4.0254
1,-0.8332,-0.8713,-0.9758,-1.3633,-1.8906,-2.2823,-2.3238,-2.25,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-1.0463,-1.0113,-1.0042,-1.076,-1.239,-1.4476,-1.6228,-1.7483,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,0.4263,0.28,0.0568,-0.5745,-1.3034,-1.6693,-1.4018,-1.0035,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,0.0345,1.0522,0.9412,1.0108,0.9965,-1.4515,3.8268,-0.2161,1.6577,-0.4483,1.1111,1.2121,-0.1034,4.3939,-0.375,1.3625,0.9625,12.121,10,1.4,1,0,4.8485,0,0.0037,0.85,1,0.0005,31.122,0.0012,0.0012,0,0.003,0.0001,0.0017,0,0.0101,0.0058,0.0101,0.0002,0.0087,0.0002,0.6068,0.7195,0.1173,0.1797,0.1167,1.6667,0,1,0,0.1919,0.9887,-1.0118,111.54,0.389,45.302,51.2,33.504,0,-17.697,-11.798
1,-0.8332,-0.8713,-0.9758,-1.3633,-1.8906,-2.2823,-2.3238,-2.25,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-1.0463,-1.0113,-1.0042,-1.076,-1.239,-1.4476,-1.6228,-1.7483,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,0.4263,0.28,0.0568,-0.5745,-1.3034,-1.6693,-1.4018,-1.0035,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,0.6,1.0522,0.9412,1.0166,1.001,-0.4509,1.7966,1.1927,2.9226,0.4275,0.831,0.2031,-0.2045,3.4375,-3.4615,1.3385,0.9308,10.156,50,1.4154,0.8077,-0.463,4.2188,-9.6154,0.0032,0.8681,0.3291,0.0625,50.573,0.0001,-0.0007,0,-0.0013,-0.0001,0.0011,0.0001,0.0046,0.0042,0.0058,0.0002,0.0026,0.0001,1.0826,0.94,-0.0634,-0.0659,0.1167,11.539,1,0.5556,1.7998,0.3165,0.4718,-0.0008,5.0006,0,45.454,51.251,33.858,1.0156,-17.393,-11.595
1,-0.8713,-0.9758,-1.3633,-1.8906,-2.2823,-2.3238,-2.25,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-1.0113,-1.0042,-1.076,-1.239,-1.4476,-1.6228,-1.7483,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,0.28,0.0568,-0.5745,-1.3034,-1.6693,-1.4018,-1.0035,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,0.6333,1.0522,0.9412,1.0175,0.9999,-0.6873,2.6558,0.6163,1.5924,0.4375,1.0402,0.1587,-0.1969,10.079,-12.5,3.3519,0.537,4.2857,27,2.3148,0.9259,-0.0563,5.6349,-2,0.0009,0.4259,0.0533,0.125,21.007,0.0003,0.0013,0,0.0011,0,0.0014,0,0.0008,0.0003,0.0009,0,0,0,0.7702,0.9854,0.0268,0.0282,0.1208,17.143,2,1,1,0.1366,0.3331,0.0012,0.2493,0.1111,45.727,51.342,34.496,0.0794,-16.846,-11.231
0,-0.9758,-1.3633,-1.8906,-2.2823,-2.3238,-2.25,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,-1.0042,-1.076,-1.239,-1.4476,-1.6228,-1.7483,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,0.0568,-0.5745,-1.3034,-1.6693,-1.4018,-1.0035,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,1.5242,1,1.0522,0.9412,1.0245,1.0006,-0.7775,2.4084,0.34,2.1556,0.5042,1.5621,0.1181,-8.7,0.3937,-29,1.4,-2.48,0.9843,8.3333,1.16,-5.16,-38.5,0.1575,-51.333,0.0017,0.6957,0.8291,0.125,9.7255,0.0009,0.0028,0.0001,0.0019,0.0001,-0.0003,0,0.0012,0.0002,0.004,0,0.0024,0,0.2033,1.4138,0.5871,0.678,0.125,0.8228,2,5.457,0.1833,8.1924,0,1.0245,0,0.1945,46.821,51.707,37.049,5.1181,-14.658,-9.7721
1,-2.25,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,-1.7483,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-1.0035,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,0.0278,1.0522,0.9412,1.0149,1.0013,0.4574,1.9332,-2.8075,11.153,0.9287,2.9527,0.3769,-0.9091,0.4231,-1.0204,1.1134,0.8969,3.7308,9.898,1.1546,0.8041,-1.2667,0.5769,-1.9388,0.0017,0.701,0.9706,0.0002,37.735,0.0004,0.002,0.0001,0.0006,0,0.0007,0,0.0048,0.0031,0.0063,0.0001,0.0048,0.0001,0.7014,2.6547,0.8559,0.569,0.1417,7.6471,0,1,0,0.0295,2.0028,-0.0014,0.0738,0.4774,46.061,51.454,35.276,0.7308,-16.177,-10.785
1,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,0.1081,1.0522,0.9412,1.0276,1.0056,-0.6015,1.6508,-1.6203,4.3937,0.5388,2.9288,0.0667,-1.3571,0.3333,-6.7857,1.7,0.05,0.4762,7.1429,5.7,0.75,-0.0532,2.2381,-1.7857,0.011,1,0.9495,0.0313,7.7804,0.0047,0.0093,0.0002,0.0084,0.0002,0.0014,0,0.0089,0.0032,0.0141,0.0001,0.0039,0,0.4557,2.8233,1.4483,0.6802,0.1458,0.7273,1,4.0118,0.0107,0.2128,0.8024,-0.003,0.5709,0.1702,48.036,52.112,39.885,0.119,-12.227,-8.1514
1,-2.0071,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,-1.8,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,-0.414,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1,1.0522,0.9412,1.0325,1.001,0.1271,1.9938,-1.6417,4.4127,-1.0417,3.4078,0.0776,-5,0.1724,-11.111,1.069,0.6552,2.5,32.222,1.8621,0.6897,-0.36,2.1552,-10,0.001,0.9655,0.7353,0.25,22.563,0,0.0009,0.0001,0.0022,0.0002,0.0003,0,0.0032,0.0031,0.004,0.0001,0.003,0.0002,0.1609,3.5227,1.4624,1.0406,0.15,6.25,3,1.6688,0.5992,0.9683,1.335,-0.0001,4.797,0,48.355,52.218,40.629,0.6466,-11.589,-7.726
1,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,0.2632,1.0522,0.9412,1.0339,1.0023,0.1112,1.3431,-2.47,7.9928,0.9564,4.1191,1,-0.2813,15.238,-4.2857,3.7826,0.2174,5.4762,5.4762,2.3043,0.8261,-0.1333,7.1429,-0.9524,0.0023,0,0.8529,0.5,8.9475,0.0007,0.0026,0.0002,0.0036,0.0002,0.0001,0,0.0007,-0.0005,0.0025,0.0001,0.0002,0,0.7519,0.6798,-0.05,-0.0701,0.15,3.5294,0,1,0,0.1431,0.6671,-0.0004,0.1427,0,48.614,52.305,41.232,0.9524,-11.072,-7.3816
0,-1.7858,-1.5978,-1.3708,-1.2411,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,-1.7972,-1.7573,-1.68,-1.5922,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.0227,0.3191,0.6184,0.7022,0.6192,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,0.2632,1.0522,0.9412,1.0343,1,-0.4239,1.667,-2.6869,13.982,1.1719,3.6867,0.4545,-0.2813,9.697,-6,2.2549,0.6471,7.7273,17,1.4706,0.7451,-0.5417,3.6364,-4.3333,0.0027,0.76,0.4054,0.0625,19.84,0.0008,0.0013,0,0.0008,0,0.0001,0,0.002,0.0001,0.0029,0,0.0017,0.0001,0.8344,0.2376,-0.6558,-2.1422,0.1542,6.4865,1,1.501,0.3998,0.2374,0.1667,-0.0002,0.1999,0.1297,48.644,52.315,41.303,0.9091,-11.012,-7.3411
1,-1.2052,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,0.7723,0.7841,0.703,0.6945,-1.5148,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.2238,0.3359,0.4093,0.4664,0.6192,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,1.0969,0.8964,0.5875,0.4564,0.1667,1.0522,0.9412,1.0166,1.0059,-0.5071,3.3277,-0.4581,8.5613,-0.3571,0.6639,1.6585,-1.5333,1.8293,-1.6912,1.5357,0.1786,3.4146,2.0588,4.7143,0.9286,-0.0192,12.683,-0.1471,0.0048,1,0.3302,0.125,10.893,-0.0025,0.0047,0.0002,-0.0003,0,-0.0001,0,-0.0052,-0.002,-0.0001,0,-0.0048,-0.0001,3.2532,0.8721,-0.7889,-0.4892,0.1667,0.8491,0,1,0,0.1826,0.4928,-0.0013,0.7185,1.3338,46.502,51.601,36.304,0.2439,-15.296,-10.197
1,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,0.7723,0.7841,0.703,0.6945,0.5611,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.2238,0.3359,0.4093,0.4664,0.4853,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,1.0969,0.8964,0.5875,0.4564,0.1516,0.2558,1.0522,0.9412,1.0166,1,-0.0908,1.3495,1.7809,8.8668,0.2438,1.4158,5.6667,-8.8571,3.8889,-6.0784,1.0795,0.2955,48.889,8.6275,1.4318,1,0,21.111,0,0.0056,0.8846,1,0.0039,34.234,0.0007,0.0003,0,0.0039,0.0001,0.0006,0,-0.0058,-0.0081,-0.0063,-0.0001,-0.0118,-0.0002,1.3788,0.3614,-0.483,-0.4977,0.175,4.5405,0,1,0,0.4793,1.3518,-1.0364,82.565,0.7166,45.302,51.2,33.504,0,-17.697,-11.798
1,-1.058,-0.7751,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,0.7723,0.7841,0.703,0.6945,0.5611,-1.4235,-1.2938,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.2238,0.3359,0.4093,0.4664,0.4853,0.7309,1.0374,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,1.0969,0.8964,0.5875,0.4564,0.1516,0.8636,1.0522,0.9412,1.0165,0.9999,-0.1787,1.3981,1.717,4.3312,0.3779,1.6067,2.7647,-8.8571,2.0588,-6.5957,1.0648,0.4259,31.765,11.489,1.2407,1,0,7.6471,0,0.0055,0.9167,1,0.001,42.014,0.0005,-0.0022,-0.0001,0.005,0.0002,0.0009,0,-0.0053,-0.0078,-0.0064,-0.0001,-0.0063,-0.0001,2.6054,1.0678,-0.8222,-0.436,0.175,6.4615,0,1,0,0.2773,1.3236,-1.0364,90.955,0.5743,45.758,51.352,34.567,0,-16.785,-11.19
0,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,0.7723,0.7841,0.703,0.6945,0.5611,0.569,0.5696,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.2238,0.3359,0.4093,0.4664,0.4853,0.5021,0.5156,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,1.0969,0.8964,0.5875,0.4564,0.1516,0.134,0.108,0.1111,1.0522,0.9412,1.0245,1.0003,-0.6681,2.0286,0.8537,1.8352,0.1163,1.4395,0.7424,-1.7333,1.1364,-2.6531,1.1829,0.6829,6.2121,8.3673,1.561,0.9878,-0.0217,3.4848,-0.102,0.0001,0.8049,0.82,0.0078,31.9,0.0004,0.0007,0,0.0012,0,0.0006,0,0.004,0.003,0.0056,0,0.004,0,0.598,1.2956,0.3613,0.4177,0.1833,2.9787,1,0.6667,0.0732,0.0303,5.6751,-0.0016,0.9714,1.5129,46.806,51.702,37.014,0.0758,-14.688,-9.7923
0,-0.4656,-0.1755,0.013,0.1383,0.1551,0.2127,0.289,0.4555,0.6462,0.7723,0.7841,0.703,0.6945,0.5611,0.569,0.5696,-1.1282,-0.9376,-0.7475,-0.5703,-0.4253,-0.2977,-0.1803,-0.0532,0.0867,0.2238,0.3359,0.4093,0.4664,0.4853,0.5021,0.5156,1.3251,1.5242,1.521,1.4172,1.1607,1.0208,0.9386,1.0173,1.119,1.0969,0.8964,0.5875,0.4564,0.1516,0.134,0.108,0.7826,1.0522,0.9412,1.0242,1,0.2587,1.3737,0.9022,1.8956,0.2171,1.2432,1.0571,-0.0154,4.6429,-0.0676,2.8571,0.9714,2.5,2.3649,1.3429,0.6857,-0.9167,0.8571,-0.7432,0.0013,0.8333,0.5217,0.5,13.616,0.0001,-0.0002,0,0,0,0.0002,0,0.0011,0.001,-0.0002,0,-0.0015,0,0.9865,0.9333,-0.0265,-0.0276,0.1833,7.5,1,0.6363,1.2224,0.2333,0.4544,0.0002,0.1471,1.2024,46.76,51.687,36.907,0.7857,-14.78,-9.8531
1,0.4555,0.6462,0.7723,0.7841,0.703,0.6945,0.5611,0.569,0.5696,0.5762,0.5614,0.4803,0.4751,0.4856,0.5082,0.5632,-0.0532,0.0867,0.2238,0.3359,0.4093,0.4664,0.4853,0.5021,0.5156,0.5277,0.5344,0.5236,0.5139,0.5082,0.5082,0.5192,1.0173,1.119,1.0969,0.8964,0.5875,0.4564,0.1516,0.134,0.108,0.0971,0.0539,-0.0866,-0.0776,-0.0453,-0.0001,0.0879,0.0392,1.0522,0.9412,1.0249,0.9997,1.0408,6.1976,-1.3034,2.9231,-0.3582,2.2862,1.1186,-0.0968,2.6271,-0.2273,1.4133,0.96,6.3559,5.6818,1.5067,0.8667,-0.2632,3.2203,-0.7576,0.0005,0.9733,0.9583,0.0156,29.177,0.0001,0.0031,0.0001,0.0002,0,0.0007,0,0.0005,0.0001,0.0006,0,0.0002,0,1.0184,0.9674,-0.0253,-0.0254,0.2042,12.667,1,18.507,0.054,0.5288,14.005,-0.0004,0.5691,1.1914,48.264,52.188,40.417,0.8475,-11.771,-7.8476
1,0.7723,0.7841,0.703,0.6945,0.5611,0.569,0.5696,0.5762,0.5614,0.4803,0.4751,0.4856,0.5082,0.5632,0.5727,0.6128,0.2238,0.3359,0.4093,0.4664,0.4853,0.5021,0.5156,0.5277,0.5344,0.5236,0.5139,0.5082,0.5082,0.5192,0.5299,0.5465,1.0969,0.8964,0.5875,0.4564,0.1516,0.134,0.108,0.0971,0.0539,-0.0866,-0.0776,-0.0453,-0.0001,0.0879,0.0856,0.1326,0.5818,1.0522,0.9412,1.0323,1.0002,0.2827,1.5888,-1.7523,5.7542,-0.2731,1.4076,0.9286,-3.8125,2.2857,-9.3846,1.1524,0.419,15,16.154,1.3048,0.9714,-0.0938,4.5714,-0.4615,0.0014,1,0.8857,0.0625,40.847,-0.0001,-0.0004,0,-0.0006,0,-0.0006,0,0.0002,0.0005,0,0,-0.0014,0,0.8439,1.2062,0.1776,0.1777,0.2208,25.714,2,7.7559,0.1289,0.2952,7.5056,0,2.4981,0.3334,47.581,51.96,38.822,0.2857,-13.139,-8.7591
0,-0.0776,-0.0444,-0.0148,0.0055,0.0205,0.0176,-0.0143,-0.0552,-0.0841,-0.1082,-0.1682,-0.226,-0.2296,-0.2115,-0.1686,-0.1187,-0.0001,-0.009,-0.0101,-0.007,-0.0015,0.0023,-0.001,-0.0118,-0.0263,-0.0427,-0.0678,-0.0994,-0.1255,-0.1427,-0.1479,-0.142,-0.155,-0.0709,-0.0092,0.025,0.044,0.0306,-0.0266,-0.0866,-0.1156,-0.1311,-0.2008,-0.2531,-0.2083,-0.1377,-0.0414,0.0467,0.3483,1.0522,0.9412,1.0195,1.0001,-0.2825,1.2271,1.0662,4.3115,-0.5327,1.538,2.0667,-0.75,0.6667,-0.2419,1.1143,0.9143,5.8333,2.8226,1.6857,0.8286,-0.25,4,-0.4839,0.0001,0.7714,0.9333,0.0625,13.616,0.0001,0.001,0.0001,0.0009,0.0001,0.0001,0,0.0022,0.002,0.0027,0,0.0026,0,0.6398,0.3662,-0.0942,-0.183,0.3625,1.8667,1,14.001,0.0714,1.6471,6.5005,-0.0001,0.2594,1.2157,46.863,50.224,40.14,0.8333,-10.084,-6.7223
1,-0.226,-0.2296,-0.2115,-0.1686,-0.1187,-0.1133,-0.1158,-0.1244,-0.1178,-0.0865,-0.0498,-0.0237,-0.0046,0.012,0.0281,0.0484,-0.0994,-0.1255,-0.1427,-0.1479,-0.142,-0.1363,-0.1322,-0.1306,-0.128,-0.1197,-0.1058,-0.0893,-0.0724,-0.0555,-0.0388,-0.0214,-0.2531,-0.2083,-0.1377,-0.0414,0.0467,0.0459,0.0328,0.0125,0.0206,0.0665,0.1119,0.1312,0.1356,0.1351,0.1338,0.1394,0.0693,1.0522,0.9412,1.0218,1,0.0094,1.8459,-0.9095,2.0466,0.065,2.2546,0.5785,-5,0.2479,-2.1429,1.1935,0.0323,1.281,2.2143,1.5806,0.3548,-1.1111,0.7438,-1.4286,0.0012,1,0.4737,0.125,6.0298,0.0003,0.0018,0,0.0007,0,0.0007,0,0.0007,0.0002,0.0016,0,0.0007,0,1.9478,1.6144,0.1071,0.0622,0.4167,2.1053,0,1,0,0.1938,0.7004,-0.0006,0.3324,2.0424,46.954,50.254,40.353,0.8264,-9.9012,-6.6008
